kerndaten_id,uid,pid,tstamp,crdate,cruser_id,a0,a1,a2,a3,a5,a6,a7a,a7b,a8,a9a,a9b,a9c,a9d,a12a,a12aa,a12b,a12c,a12d,a12e,a12f,a12g,a12h,a12i,a13a,a13b,a13c,a13d,a14a,a14aa,a14b,a14ba,a15a,a15aa,a15b,a15ba,a16a,a16b,a16ba,a17,a18,a19,a20,a21,a22,a23,a24a,a24b,a25,a25a_a,a25a,a25ab,a25ac,a25b,a25c,a26,a27,a28,a25aa,c1,c2,f1,f2a,f2b,f3a,f3b,f4,f5,f6,f7,f8,f9,QID
669,27,1,1441637334,1441637334,5,Mensch (Balinese) [Schädel],"Anatomie, Anthropologie",AIG,623,31b oder c; 51; 275,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Bali, Indonesia - Asia - World","08° 30\' 00\'\' S, 115° 00\' 00\'\' E",tgn:100113,,,,,,"Fritze, Ernst Albert (1791-1839)",,,,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 52f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte:
Krt.Nr.623
Balinese, b)
Bl.
durch Dr.Fritze
alte Sign.:51
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-10-19,N. Schäfer,2015-09-07,,,,,,,Q4877
189,27,1,1441637434,1441637434,5,Mensch (Balinesin) [Schädel],"Anatomie, Anthropologie",AIG,624,31b oder c; 50  [bei Spengel (1877) fälschlicherweise 52]; 276,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Bali, Indonesia - Asia - World","08° 30\' 00\'\' S, 115° 00\' 00\'\' E",tgn:100113,,,,,,"Fritze, Ernst Albert (1791-1839)",,,,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 52f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,4,"Text der Karteikarte [falsch, wohl durch falsche Numerierung bei Spengel (1877)]:
Krt.Nr.624
Balinese (fem.), a)
Bl.1803
durch Dr. Jassoy
alte Sign.:50
(Hinweis auf Bl.,Decas VI,60)
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-01-01,N. Schäfer,2015-09-07,,,,,,,Q4779
670,27,1,1477644411,1477644411,5,Mensch (Balinesin) [Schädel],"Anatomie, Anthropologie",AIG,625,3; 84c; 31; 52 [bei Spengel (1877) fälschlicherweise 50]; 277,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Mädchen von Bali; Puellae Baliensis,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Jakarta, Jakarta Raya - Indonesia - Asia - World","06° 08\' 00\'\' S, 106° 45\' 00\'\' E",tgn:7002854,,"Jassoy, Andreas Ludwig (1765-1808)",,1803-09-05,1803-09-05,"Jassoy, Andreas Ludwig (1765-1808)",,1805-10-05,1805-12-31,Geschenk,1840 (aus Privatsammlung Blumenbachs),,"Eine Kiste mit Schädeln wurde von Andreas Ludwig Jassoy (1765-1808) Herrn J. G. Wolfarth am 18.12.1804 aus Jakarta mitgegeben. Dieser konnte die Kiste nur bis Kopenhagen bringen, wovon Blumenbach am 29.08.1805 erfuhr. Ein Brief vom 05.10.1805 belegt, dass er die Schädel bis zu diesem Zeitpunkt noch nicht erhalten hat.",,"00097: 19;
Spengel (1877): 52f",00097: Taf. 60,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte:
Krt. Nr. 625
Ballinese, c)
Bl.
durch Dr. Fritze [falsch!]
alte Sign.:52","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer
",2012-10-22,N. Schäfer,2016-09-20,"Corresp. VI, S. 459–467 Nr. 1728
Corresp. VI, S. 517–518 Nr. 1761
Corresp. VI, S. 534–537 Nr. 1771",,,,,,Q4782
671,27,1,1474357222,1474357222,5,Mensch (Makassarin) [Schädel; Haare],"Anatomie, Anthropologie",AIG,626,VI; 84d; 30; 53; 273,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Mädchen von Macassar; Puella Macassarensis,<i>Homo sapiens</i>,Mensch,Macassarin,,rezent,rezent,,,,,,,,,"Celebes, Indonesia - Asia - World",,tgn:7003975,,"Jassoy, Andreas Ludwig (1765-1808)",,1803-12-28,1803-12-28,"Jassoy, Andreas Ludwig (1765-1808)",,1805-10-05,1805-12-31,Geschenk,1840 (aus Privatsammlung Blumenbachs),,"Eine Kiste mit Schädeln wurde von Andreas Ludwig Jassoy (1765-1808) Herrn J. G. Wolfarth am 18.12.1804 aus Jakarta mitgegeben. Dieser konnte die Kiste nur bis Kopenhagen bringen, wovon Blumenbach am 29.08.1805 erfuhr. Ein Brief vom 05.10.1805 belegt, dass er die Schädel bis zu diesem Zeitpunkt noch nicht erhalten hat.",,"00097: 17f;
Spengel (1877): 52f",00097: Taf. 59,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,4,"Text der Karteikarte:
Krt. Nr. 626
Macassare(fem. )
Bl. 1803
durch Dr.Jassoy
Ort: Mandhaar, Celebes
alte Sign.:53
(Hinweis auf Bl., Decas VI,59)","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer
",2012-10-22,N. Schäfer,2016-09-20,"Corresp. VI, S. 459–467 Nr. 1728
Corresp. VI, S. 517–518 Nr. 1761
Corresp. VI, S. 534–537 Nr. 1771",,,,,,Q4822
672,27,1,1479305428,1479305428,5,Mensch (Bugi) [Schädel],"Anatomie, Anthropologie",AIG,627,4; 84e; 29; 54; 272,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Bugginese; Buggessi Macassarensis,<i>Homo sapiens</i>,Mensch,Buginese,,rezent,rezent,,,,,,,,,"Jakarta, Jakarta Raya - Indonesia - Asia - World","06° 08\' 00\'\' S, 106° 45\' 00\'\' E",tgn:7002854,,"Jassoy, Andreas Ludwig (1765-1808)",,1803-10-05,1803-10-05,"Jassoy, Andreas Ludwig (1765-1808)",,1805-10-05,1805-12-31,Geschenk,1840 (aus Privatsammlung Blumenbachs),,"Eine Kiste mit Schädeln wurde von Andreas Ludwig Jassoy (1765-1808) Herrn J. G. Wolfarth am 18.12.1804 aus Jakarta mitgegeben. Dieser konnte die Kiste nur bis Kopenhagen bringen, wovon Blumenbach am 29.08.1805 erfuhr. Ein Brief vom 05.10.1805 belegt, dass er die Schädel bis zu diesem Zeitpunkt noch nicht erhalten hat.",,"00096: 18;
00468: 1565f;
Spengel (1877): 52f",00096: Taf. 49,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,4,"Text der Karteikarte:
Krt. Nr.627
Buginese
Bl. 1803
durch Dr.Jassoy
alte Sign.:54
(Hinweis auf Bl.,Decas V,49)","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer
",2012-10-22,N. Schäfer,2016-11-16,"Corresp. VI, S. 459–467 Nr. 1728
Corresp. VI, S. 517–518 Nr. 1761
Corresp. VI, S. 534–537 Nr. 1771","Cod. Ms. Blumenbach I, Nr. 4: 4",,,,,Q4790
673,27,1,1441638682,1441638682,5,Mensch (Sumatraner: Palembangnese) [Schädel],"Anatomie, Anthropologie",AIG,628,55; 268,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Palembangnese,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Palembang, Sumatera Selatan - Indonesia - Asia - World","02° 59\' 00\'\' S, 104° 45\' 00\'\' E",tgn:701648,,,,,,unbekannt,,1824-12-01,1826-12-31,unbekannt,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 50f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte:
Krt. Nr.628
Palembangnese
Bl.
Ort:Palembang,Sumatra
alte Sign.:55
""Palembangnese, Namens Ghatieb
Djabaroedien,der beim Amoklau-
fen vom Sultan Ratae Achmed zu
Palembang getödtet ist"".
(23.Nov. 1824)
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer
",2012-10-22,N. Schäfer,2015-09-07,,,,,,,Q4825
225,27,1,1441638853,1441638853,5,Mensch (Amboinese) [Schädel]_fraglich BLB,"Anatomie, Anthropologie",AIG,629,56,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Amboinese,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Amboina, Pulau Ambon - Maluku - Indonesia - Asia - World","03° 41\' 00\'\' S, 128° 10\' 00\'\' E",tgn:700285,,,,,,,,,,vermutlich Geschenk,Unbekannt (aus Bestand des Academischen Museums oder Privatsammlung Blumenbachs),,"möglicherweise kein ""Blumenbach-Schädel""",,,,nein,,,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte:
Krt. Nr. 629
Amboinese
(Bl.)
alte Sign.: 56
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2011-11-10,N. Schäfer,2015-09-07,,,,,,,Q4831
674,27,1,1441639010,1441639010,5,Mensch (Dajak) [Schädel],"Anatomie, Anthropologie",AIG,631,333; 266,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Dajak,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Borneo, Asia - World","00° 35\' 00\'\' N, 114° 15\' 00\'\' E",tgn:701596,,,,,,unbekannt,,,,unbekannt,Unbekannt (aus Bestand des Academischen Museums oder Privatsammlung Blumenbachs),,,Spengel (1877): 50f,,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Text der Karteikarte:
Krt.Nr.631
Dajak
Bl.
Borneo
alte Sign.:333
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer

",2012-10-24,N. Schäfer,2015-09-07,,,,,,,Q4787
190,20,1,1481126588,1481126588,1,Mensch (Ägypter) [Schädel einer Mumie],Archaeologie; Anthropologie; Anatomie,AIG,640,48; 23; 5; 24; 281,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Mumiae Aegyptiacae,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Egypt, Africa - World","27° 00\' 00\'\' N, 030° 00\' 00\'\' E",tgn:701683,,,,1779-01-01,1779-12-31,"Friedrich, ? (????-????)",,,,Ankauf,1840 (aus Privatsammlung Blumenbachs),,von einem Naturalienhändler namens Friedrich aus Danzig erworben? (vgl. 00092:13f),"00008: 6;
00113: 42f","00092: 13f;
00113: 96f;
Spengel (1877): 54


","00092: Taf. 1

",nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,"Egypt, Africa - World","27° 00\' 00\'\' N, 030° 00\' 00\'\' E",tgn:7016833,,,Artificialia/Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"aus dem Schädel ausgeflossene Harzmasse auch in DB unter ANTIG o. Nr. in Datenbank aufgenommen;

Text der Karteikarte:
Krt. Nr. 640
Aegyptischer Munienkopf, a)
Bl. 1779
alte Sign. :25
(Hinweis auf Bl., Decas I, 1)
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer
",2011-10-13,N. Schäfer,2016-11-01,,"^Cod. Ms. Blumenbach I, Nr. 4: 1",,,,,Q4777
197,27,1,1478010066,1478010066,5,Mensch (Ägypter) [mumifizierter Kopf],"Anthropologie; Anatomie, Archaeologie und Ur- und Frühgeschichte",AIG,641,80e; 4; 25; ,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Mumiae Aegypticae secundae,<i>Homo sapiens</i> (mumifiziert),Mensch (mumifiziert),,,rezent,rezent,,,,,,,,,"Ägypten, Africa - World","27° 00\' 00\'\' N, 030° 00\' 00\'\' E",tgn:7016833,,,,,,"Turner, Thomas (1773-1865)",,1795-01-01,1795-12-11,Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,"00095: 4ff;
00113: 92ff;
Spengel (1877): 54;
Schultz (2011): 54;
Schultz (2012): 54

","00095: Taf. 31;
Schultz (2011): Fig. 3;
Schultz (2012): Fig. 3

",nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).;
Schultz, M. (2011):Talking Heads. Unearthing the Stories Behind the Skulls in Blumenbach's Collection. - Georgia Augusta. Wissenschaftsmagazin der Georg-August-Universität Göttingen 8: 52-56 [englischsprachige Sonderausgabe].;
Schultz, M. (2012): ""Sprechende Schädel"". Fakten und Geschichten über historische Schädel - Die Schädelsammlung des Johann Friedrich Blumenbach. - Georgia Augusta. Wissenschaftsmagazin der Georg-August-Universität Göttingen 8: 52-56.
",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Artificialia/Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Krt. Nr. 641; Aegyptischer Mumienkopf, b); Bl. 1796; alte Sign. 25; (Hinweis auf Bl., Decas IV, 31)
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer
",2012-01-01,N. Schäfer,2016-11-01,,"Cod. Ms. Blumenbach I, Nr. 4: 1",,,,,Q4882
675,20,1,1481126625,1481126625,1,Mensch (Ägypter) [Schädel einer Mumie],Archaeologie; Anthropologie; Anatomie,AIG,642,80ee; 6; 26; 282,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Mumiae Aegyptiacae Tertiae,<i>Homo sapiens</i>,"Mensch
",,,rezent,rezent,,,,,,,,,"Egypt, Africa - World","27° 00\' 00\'\' N, 030° 00\' 00\'\' E",tgn:701683,,"Cripps, John Marten (1780-1853)",,,,"Gall, Franz Joseph (1758-1828)",,1805-08-21,1805-08-31,Geschenk,1840 (aus Privatsammlung Blumenbachs),,,00113: 94,"00097: 8f;
Spengel (1877): 54",00097: Taf. 52,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Text der Karteikarte:
Krt. Nr. 642
Aegyptischer Mumienkopf, c)
Bl. 1805
alte Sign.: 26
(Hinweis auf Bl., Decas VI, 52)
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer
",2012-10-24,N. Schäfer,2016-11-01,"Corresp. VI, S. 515–516 Nr. 1759;
Corresp. VI, S. 546–548 Nr. 1779","Cod. Ms. Blumenbach I, Nr. 4: 2",,,,,Q4749
676,20,1,1481126659,1481126659,1,Mensch (Ägypter) [Schädel einer Mumie],Archaeologie; Anthropologie; Anatomie,AIG,643,27; 287,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,"Schädel einer Mumie
",<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Upper Egypt, Miṣr - Africa - World","26° 00\' 00\'\' N, 032° 00\' 00\'\' E",tgn:7001437,,,,,,"Scholz, Johann Martin Augustin (1794-1852)",cnp00373087,1823-01-01,1823-12-31,unbekannt,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 54f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Text der Karteikarte:
Krt. Nr. 643
Aegyptischer Mumienkopf, d)
Bl. 1823
von Prof. Scholz in Bonn
Ort: Oberaegypten
alte Sign.: 27
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer
",2012-10-24,N. Schäfer,2016-11-01,,"Cod. Ms. Blumenbach I, Nr. 4: 2",,,,,Q4819
678,27,1,1441639570,1441639570,5,Mensch (Afrikaner) [Schädel],"Anatomie, Anthropologie",AIG,663,61; 8; 40; 5; 296,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Neger; Aethiopum,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Kassel, Hessen state - Deutschland - Europe - World","51° 10\' 00\'\' N, 009° 20\' 00\'\' E",tgn:700594,,,,,,"Michaelis, Christian Friedrich (1754-1818)",cnp00363381,1785-01-01,1785-12-31,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,"00092: 21ff;
Spengel (1877): 56",00092: Taf. 8,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte:
Krt. Nr. 663
Neger, a)
Bl. 1785
v. Prof, Michaelis
Ort: (jung) in Cassel gest.
alte Sign.: 5
(Hinw. Auf Bl., Decas I, 8)
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-10-24,N. Schäfer,2015-09-07,,,,,,,Q4780
198,27,1,1474547064,1474547064,5,Mensch (Afrikaner) [Schädel],"Anatomie, Anthopologie",AIG,664,62; 16; 42; 6; 297,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Neger; Aethiopis quarti,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"St. Petersburg, Rossiya republic - Rossiya - Asia - World",,tgn:7018216,,,,,,"Wolff, Caspar Friedrich (1734-1794)",,1790-10-11,1790-10-11,Geschenk,1840 (aus Privatsammlung Blumenbachs),,don. über G. T. von Asch,00008: 5,"00093: 13f;
Spengel (1877): 56f


","00093: Taf. 17

00093: Taf. 17",nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,4,"Text der Karteikarte:
Krt. Nr. 664
Neger, b)
Bl. 1790
v. C. F. Wolff d. Bar. V. Asch
Ort: zu Petersburg gest.
alte Sign.: 6
(Hinw. Auf Bl. Decas II/17)
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2011-10-14,N. Schäfer,2016-09-22,"Corresp. III, Nr. 633, S.334-337",,,,,,Q4821
